"story_id","feature_area","feature","source_refs","user_story","expected_behavior","feature_status","test_status","test_evidence","last_verified_utc","observed_errors","fix_status","retest_status","notes"
"CLI-043","CLI cluster","Show cluster status","README.md; binaries/cli/src/command/cluster/status.rs","As an operator, I want cluster status so I can see connected daemons and active dataflows.","`dora cluster status` queries connected daemons and prints machine ids, labels, and relevant dataflow state.","tested-pass","passed","`DORA_QA_CLI_BIN=target/debug/dora scripts/qa/ci-nightly-jobs.sh cluster-smoke` passed with escalation; the helper asserted `dora cluster status` output includes the daemon table header, at least one daemon UUID row, and `Active dataflows:`.","2026-06-25","Requires real local services, sockets, and Zenoh shared memory, so the smoke was run outside the sandbox.","none","passed",""
"CLI-044","CLI cluster","Tear down cluster","README.md; binaries/cli/src/command/cluster/down.rs","As an operator, I want `dora cluster down` to stop cluster services so remote machines are cleaned up.","`dora cluster down` issues stop commands to configured machines and summarizes successes and failures.","tested-pass","passed","`DORA_QA_CLI_BIN=target/debug/dora scripts/qa/ci-nightly-jobs.sh cluster-smoke` passed with escalation; after a detached Rust dataflow completed, the helper ran `dora cluster down`, saw `Coordinator and daemons destroyed successfully`, and verified later `cluster status` no longer succeeds for the scratch CLI services.","2026-06-25","Requires real local services, sockets, and Zenoh shared memory, so the smoke was run outside the sandbox.","none","passed",""
"CLI-045","CLI cluster","Install cluster services","README.md; binaries/cli/src/command/cluster/install.rs; docs/distributed-deployment.md","As an operator, I want to install daemons as services so machines can participate after reboot.","`dora cluster install <cluster.yml>` pushes or configures service units on each machine and reports per-host install failures.","bypassed","bypassed-external","`cargo test -p dora-cli command::cluster::` passed after adding local coverage for systemd unit construction, including machine ID, coordinator address/port, daemon listen port, Zenoh peer, labels, restart policy, install target, remote install command, and single-quote escaping. `cargo test -p dora-cli cluster_` also passed parser coverage for `dora cluster install cluster.yml` and missing-config rejection. Full service installation still requires SSH/systemd-capable hosts.","2026-06-25","No local systemd/SSH behavior test is available on this host; command-line surface and remote command construction coverage were added.","test-coverage-added","bypassed-external","External infrastructure bypass approved by user on 2026-06-25; no further local validation required for this audit."
"CLI-046","CLI cluster","Uninstall cluster services","README.md; binaries/cli/src/command/cluster/uninstall.rs; docs/distributed-deployment.md","As an operator, I want to uninstall cluster services so machines can be removed cleanly.","`dora cluster uninstall <cluster.yml>` disables and removes service units without leaving stale Dora services.","bypassed","bypassed-external","`cargo test -p dora-cli command::cluster::` passed after adding local coverage that the uninstall remote command stops, disables, removes the per-machine systemd unit, and reloads systemd. `cargo test -p dora-cli cluster_` also passed parser coverage for `dora cluster uninstall cluster.yml` and missing-config rejection. Full service removal still requires SSH/systemd-capable hosts.","2026-06-25","No local systemd/SSH behavior test is available on this host; command-line surface and remote command construction coverage were added.","test-coverage-added","bypassed-external","External infrastructure bypass approved by user on 2026-06-25; no further local validation required for this audit."
"CLI-047","CLI cluster","Upgrade cluster services","README.md; binaries/cli/src/command/cluster/upgrade.rs; docs/distributed-deployment.md","As an operator, I want rolling upgrades so Dora services can be updated across machines with controlled disruption.","`dora cluster upgrade <cluster.yml>` copies the binary, restarts each machine in order, and summarizes failures without hiding partial upgrades.","bypassed","bypassed-external","`cargo test -p dora-cli command::cluster::` passed after adding local coverage for upgrade command construction: SCP uses capital `-P` for custom SSH ports, omits the port flag for default SSH, targets `/usr/local/bin/dora`, and restarts the per-machine systemd service. `cargo test -p dora-cli cluster_` also passed parser coverage for `dora cluster upgrade cluster.yml` and missing-config rejection. Full rolling upgrade still requires SSH-capable hosts and connected daemon reconnection checks.","2026-06-25","No local SSH/systemd behavior test is available on this host; command-line surface and remote command construction coverage were added.","test-coverage-added","bypassed-external","External infrastructure bypass approved by user on 2026-06-25; no further local validation required for this audit."
"CLI-048","CLI cluster","Restart dataflow in cluster","README.md; binaries/cli/src/command/cluster/restart.rs; binaries/cli/src/command/mod.rs; tests/ws-cli-e2e.rs","As an operator, I want to restart a clustered dataflow by name so production deployments can be refreshed.","`dora cluster restart <cluster.yml> <NAME>` loads cluster configuration and sends a `RestartByName` request through the coordinator; UUID lookup is not implemented for this command.","tested-pass","passed","`cargo test -p dora-cli cluster_restart` passed parse coverage; `cargo test --test ws-cli-e2e cli_cluster_restart_sends_restart_by_name_request -- --test-threads=1` passed with escalation and verifies the subprocess sends `RestartByName` and handles `DataflowRestarted`.","2026-06-25","Sandbox run failed to bind the mock coordinator socket; escalated rerun passed.","test-coverage-added","passed","This covers the local CLI/coordinator protocol behavior without requiring SSH cluster hosts."
"CLI-049","CLI Hub","Search hub packages","README.md; guide/src/hub/overview.md; binaries/cli/src/command/hub/search.rs; tests/hub-smoke.rs","As a developer, I want to search reusable nodes by query or category so I can discover packages.","`dora hub search` reads the configured index or offline cache, filters by query/category, and prints matching packages with useful metadata.","tested-pass","passed","`cargo test -p dora-cli parse_hub` passed; `cargo test -p dora-examples --test hub-smoke -- --test-threads=1` passed 25 tests with escalation, including `hub_end_to_end` search-by-keyword coverage.","2026-06-25","Sandbox full hub-smoke failed on `dora run` paths because Zenoh could not create a POSIX shared-memory segment; escalated rerun passed.","none","passed",""
"CLI-050","CLI Hub","Show hub package info","README.md; guide/src/hub/using-nodes.md; binaries/cli/src/command/hub/info.rs; tests/hub-smoke.rs","As a developer, I want package details, contracts, and examples before using a hub node.","`dora hub info <PKG[@VER]>` resolves the package and displays version, contract, source, and example dataflow information, including yanked versions when explicitly requested.","tested-pass","passed","`cargo test -p dora-cli parse_hub` passed; full `hub-smoke` passed with escalation and `hub_end_to_end` verifies info output for a hermetic local package. `dora-cli` info unit tests also cover yanked-version resolution.","2026-06-25","Sandbox full hub-smoke failed on `dora run` paths because Zenoh could not create a POSIX shared-memory segment; escalated rerun passed.","none","passed",""
"CLI-051","CLI Hub","Initialize node manifest","README.md; guide/src/hub/node-manifest.md; binaries/cli/src/command/hub/init.rs; tests/hub-smoke.rs","As a package author, I want to scaffold `dora-node.yml` so hub packages have a valid manifest.","`dora hub init [PATH]` creates a manifest that validates cleanly, infers safe defaults from native manifests, and refuses unsafe/invalid generated values.","tested-pass","passed","`cargo test -p dora-cli hub::init -- --test-threads=1` passed 11 init unit tests; full `hub-smoke` passed with escalation and includes `hub_init_writes_valid_manifest_from_rust_project`, which runs the CLI and validates the generated manifest.","2026-06-25","Sandbox full hub-smoke failed on `dora run` paths because Zenoh could not create a POSIX shared-memory segment; escalated rerun passed.","test-coverage-added","passed",""
"CLI-052","CLI Hub","Install command guidance","README.md; docs/cli.md; docs/plan-node-hub.md; guide/src/hub/overview.md; binaries/cli/src/command/hub/install.rs; tests/hub-smoke.rs","As a developer with global-install expectations, I want `dora hub install` to explain the per-dataflow model so I use `hub:` references and `dora build` instead of looking for global install state.","`dora hub install ...` is a deliberate nonzero error stub; it explains that hub packages are resolved per dataflow, shows a `hub:` YAML example, and points to `dora build` and `hub fetch` for cache prepopulation.","tested-pass","passed","Full `hub-smoke` passed with escalation and includes `hub_install_explains_per_dataflow_model`, which verifies the command fails intentionally and prints per-dataflow guidance.","2026-06-25","Tracker expectation previously described a global install flow, but code and docs define an intentional error stub.","tracker-corrected; test-coverage-added","passed",""
"CLI-053","CLI Hub","Publish or dry-run package","README.md; guide/src/hub/publishing.md; binaries/cli/src/command/hub/publish.rs; tests/hub-smoke.rs","As a package author, I want to publish or dry-run a hub package so users can consume versioned nodes.","`dora hub publish [PATH]` validates manifest and source hash, supports dry-run without mutating outputs, refuses duplicate versions, rejects namespace/index mismatches, and reports manifest drift.","tested-pass","passed","`cargo test -p dora-cli parse_hub` passed; full `hub-smoke` passed with escalation and covers publish dry-run preview, publish-then-build, committed-source reads, duplicate publish refusal, and namespace/index mismatch rejection.","2026-06-25","Sandbox full hub-smoke failed on `dora run` paths because Zenoh could not create a POSIX shared-memory segment; escalated rerun passed.","none","passed",""
"CLI-054","CLI Hub","Yank or restore package version","README.md; binaries/cli/src/command/hub/yank.rs; guide/src/hub/publishing.md; tests/hub-smoke.rs","As a package maintainer, I want to yank or restore a version so unsafe releases stop resolving without deleting history.","`dora hub yank <PKG>@<VER>` marks a version yanked, `--undo` restores it, re-yanking updates the reason, invalid paths cannot escape the catalog, and git-backed indexes print PR instructions.","tested-pass","passed","`cargo test -p dora-cli parse_hub` passed; full `hub-smoke` passed with escalation and includes five yank tests for skip/undo, reason updates, path traversal rejection, symlink escape rejection, and git-index PR instructions.","2026-06-25","Sandbox full hub-smoke failed on `dora run` paths because Zenoh could not create a POSIX shared-memory segment; escalated rerun passed.","none","passed",""
"CLI-055","CLI Hub","List hub lockfile pins","README.md; guide/src/hub/reproducible-builds.md; binaries/cli/src/command/hub/list.rs; tests/hub-smoke.rs","As a developer, I want to inspect lockfile pins so builds are reproducible and reviewable.","`dora hub list <dataflow>` prints pinned hub dependencies and versions from the lockfile or resolved descriptor.","tested-pass","passed","`cargo test -p dora-cli parse_hub` passed; full `hub-smoke` passed with escalation and `hub_end_to_end` verifies `hub list` prints the pinned hermetic package after `build --write-lockfile`.","2026-06-25","Sandbox full hub-smoke failed on `dora run` paths because Zenoh could not create a POSIX shared-memory segment; escalated rerun passed.","none","passed",""
"CLI-056","CLI Hub","Check outdated hub pins","README.md; binaries/cli/src/command/hub/outdated.rs; guide/src/hub/reproducible-builds.md; tests/hub-smoke.rs","As a developer, I want to know whether hub dependencies are outdated so I can update intentionally.","`dora hub outdated <dataflow>` compares current pins to the index, reports newer compatible versions, reports up-to-date pins, and exits nonzero when pins cannot be checked.","tested-pass","passed","`cargo test -p dora-cli parse_hub` passed; full `hub-smoke` passed with escalation and includes `hub_outdated_reports_newer_version` plus `hub_outdated_errors_when_pin_unresolvable`.","2026-06-25","Sandbox full hub-smoke failed on `dora run` paths because Zenoh could not create a POSIX shared-memory segment; escalated rerun passed.","none","passed",""
"CLI-057","CLI Hub","Update hub lockfile pins","README.md; binaries/cli/src/command/hub/update.rs; guide/src/hub/reproducible-builds.md; tests/hub-smoke.rs","As a developer, I want to refresh hub lockfile pins so dependency updates are explicit.","`dora hub update <dataflow>` resolves newer compatible versions, rewrites lockfiles deterministically, supports read-only dry-run, and is idempotent when already up to date.","tested-pass","passed","`cargo test -p dora-cli parse_hub` passed; full `hub-smoke` passed with escalation and includes `hub_update_bumps_pin_and_stays_locked_compatible` plus `hub_update_dry_run_is_read_only`.","2026-06-25","Sandbox full hub-smoke failed on `dora run` paths because Zenoh could not create a POSIX shared-memory segment; escalated rerun passed.","none","passed",""
"CLI-058","CLI Hub","Fetch hub sources","README.md; binaries/cli/src/command/hub/fetch.rs; guide/src/hub/reproducible-builds.md; tests/hub-smoke.rs","As a developer, I want to mirror pinned hub sources locally so CI or offline inspection can run without network.","`dora hub fetch <dataflow>` clones or refreshes pinned sources into a target directory, recovers cleanly from interrupted clones, and rejects stale lockfiles that no longer match the dataflow.","tested-pass","passed","`cargo test -p dora-cli parse_hub` passed; full `hub-smoke` passed with escalation and `hub_end_to_end` verifies fetch population, stale-clone recovery, and stale-lockfile rejection.","2026-06-25","Sandbox full hub-smoke failed on `dora run` paths because Zenoh could not create a POSIX shared-memory segment; escalated rerun passed.","none","passed",""
"DATA-001","Dataflow YAML","Node declarations","docs/yaml-spec.md; docs/cli.md; libraries/core/src/descriptor/mod.rs","As a dataflow author, I want to declare nodes with ids, paths, inputs, outputs, env, args, and build commands so Dora can run my graph.","Descriptors require unique node ids, accept supported source forms, and preserve declared inputs and outputs for build and runtime.","tested-pass","passed","`cargo test -p dora-core descriptor` passed 114 descriptor tests, including wiring validation, path resolution, duplicate-id rejection, source-node/output checks, and descriptor env preservation.","2026-06-25","","none","passed",""
"DATA-002","Dataflow YAML","Built-in timer inputs","README.md; docs/yaml-spec.md; libraries/core/src/descriptor/mod.rs","As a dataflow author, I want timer inputs like `dora/timer/millis/100` and `dora/timer/hz/30` so nodes can run periodically without a custom timer node.","Timer virtual inputs are accepted in descriptors and emit ticks at the requested interval during runtime.","tested-pass","passed","`cargo test -p dora-message parse_timer` passed 7 parser tests for hz, fractional hz, micros, nanos, and invalid timer values; runtime timer usage is also covered by the passing CLI/dataflow smokes in this loop.","2026-06-25","","none","passed",""
"DATA-003","Dataflow YAML","Input queue configuration","README.md; docs/yaml-spec.md; tests/queue_size_and_timeout_python; tests/queue_size_latest_data_rust","As a dataflow author, I want queue size and queue policy controls so slow consumers can choose backpressure or latest-data behavior.","Long-form inputs accept `queue_size`, `queue_policy`, and related options, and runtime routing honors the configured buffering policy.","tested-pass","passed","`cargo test -p dora-message parse_input` passed 3 queue parser tests and `cargo test -p dora-message roundtrip_input_with_policy` passed. `cargo test -p dora-examples --test example-smoke smoke_local_queue_size -- --test-threads=1` passed 3 queue smokes with escalation after making the Python queue fixtures self-provision PyArrow under `--uv`; coverage includes timeout/backpressure and latest-data queue behavior with both Python and Rust receivers.","2026-06-25","Queue smokes initially failed before queue assertions because the Python sender depended on ambient `numpy`/`pyarrow`. The sender now uses `pa.uint64()` directly and the Python fixture nodes declare `build: pip install pyarrow`, so `--uv` managed envs install the dependency instead of relying on host Python.","fixed","passed",""
"DATA-004","Dataflow YAML","Input timeout circuit breaker","README.md; docs/fault-tolerance.md; tests/fault-tolerance-e2e.rs","As a dataflow author, I want input timeouts so downstream nodes can detect missing upstream data and recover or fail predictably.","`input_timeout` produces timeout events according to descriptor configuration and supports recovery events when data resumes.","tested-pass","passed","`cargo test --test fault-tolerance-e2e input_timeout_delivers_input_closed_to_downstream -- --test-threads=1` initially failed with the fixture's 5s `stop_after`; after widening that test budget to 15s, the same targeted test passed with escalation and asserted both `Input:value` and `InputClosed:value`.","2026-06-25","The original 5s test budget could expire before cold macOS node startup left enough time for the 0.5s timeout assertion; fixed as a logistical test issue.","fixed","passed",""
"DATA-005","Dataflow YAML","Type annotations and validation","README.md; docs/types.md; libraries/core/src/descriptor/validate.rs; tests/fixtures/type-mismatch.yml","As a developer, I want static type validation so mismatched ports are caught before runtime.","Descriptors accept `input_types` and `output_types`; validation reports mismatches and strict mode fails on warnings.","tested-pass","passed","`cargo test -p dora-core descriptor` passed strict type, mismatch, inference, unknown URN suggestion, metadata pattern, service/action validation, and wiring validation tests. Direct CLI strict-type validation commands in this loop also passed/fail-fast as expected for matching and mismatched fixtures.","2026-06-25","","none","passed",""
"DATA-006","Dataflow YAML","Reusable modules","README.md; docs/modules.md; libraries/core/src/descriptor/expand.rs; examples/module-dataflow","As a dataflow author, I want reusable modules so subgraphs can be composed with typed inputs, outputs, and params.","Module references expand into flat descriptors with correct namespacing, port mapping, params, optional ports, and nested composition.","tested-pass","passed","`cargo test -p dora-core descriptor` passed module expansion tests for missing/circular/nested modules, optional ports, params, build propagation, duplicate ids, path traversal rejection, and boundary tracking; direct `dora expand examples/module-dataflow/dataflow.yml` also passed earlier in this loop.","2026-06-25","","none","passed",""
"DATA-007","Dataflow YAML","Environment variable interpolation","docs/yaml-spec.md; docs/cli.md; libraries/core/src/descriptor/mod.rs; libraries/message/src/descriptor.rs","As a dataflow author, I want descriptor env entries to read host environment variables explicitly so deployments can inject secrets or paths.","`__dora_env` values read the named host variable during descriptor parsing, string values still support `$VAR` expansion, and missing named host variables produce descriptor parse errors.","tested-pass","passed","`cargo test -p dora-message env_value` passed targeted coverage for successful `__dora_env` resolution and missing-variable errors.","2026-06-25","Docs/schema advertised `{ __dora_env: HOST_VAR }`, but descriptor parsing previously accepted only scalar env values.","fixed","passed","Regenerated `libraries/core/dora-schema.json` after adding the descriptor support."
"DATA-008","Dataflow YAML","Git and URL sources","README.md; binaries/cli/src/command/build/git.rs; libraries/extensions/download; examples/rust-dataflow-git; examples/rust-dataflow-url","As a developer, I want descriptors to use git or URL sources so reusable nodes and descriptors can come from remote locations.","Build resolves git branch/tag/rev and URL downloads, pins or caches as expected, and reports network or revision failures clearly.","tested-pass","passed","`cargo run --example rust-dataflow-git` passed with escalation/network, cloned the pinned dora-rs/dora revision, built the referenced nodes, and completed the dataflow. `cargo test -p dora-cli resolve_dataflow_downloads_url_to_current_dir` passed with escalation after adding a localhost HTTP fixture that verifies URL dataflows are downloaded into the current directory with the response filename.","2026-06-25","The local URL test needs socket permission because it binds a localhost HTTP fixture; sandboxed run failed at `TcpListener::bind` with `Operation not permitted`, and escalated rerun passed.","test-coverage-added","passed","The checked-in `examples/rust-dataflow-url` descriptor currently uses local paths, so URL coverage is a focused CLI helper test rather than that example."
"DATA-009","Dataflow YAML","In-process operators","README.md; docs/cli.md; binaries/runtime; apis/rust/operator; apis/python/operator","As a developer, I want lightweight operators inside a runtime process so simple transforms avoid per-process overhead.","Descriptors can declare one operator or a list of operators, runtime loads Python or shared-library operators, routes events, and reports operator failures.","tested-pass","passed","`cargo test -p dora-operator-api` passed Rust operator API coverage. `cargo run --example c-dataflow` and `cargo run --example cxx-dataflow` passed with escalation, exercising runtime-loaded C and C++ shared-library operators. `cargo test -p dora-examples --test example-smoke smoke_local_python_operator_minimal -- --test-threads=1` passed with escalation, covering a managed-uv Python operator that receives an input, calls `send_output`, and stops cleanly.","2026-06-25","The C example initially failed because the daemon could not find `dora` on PATH for runtime nodes spawned by in-process example runners. The Python operator smoke initially exposed that local `dora run --uv` validation still required ambient `import dora` even though the managed operator env was prepared.","fixed","passed","The full ML/webcam `examples/python-operator-dataflow` remains dependency-heavy and was not run; the minimal regression fixture covers the runtime contract without optional ML dependencies."
"DATA-010","Dataflow YAML","Deployment placement","README.md; docs/distributed-deployment.md; examples/multiple-daemons","As an operator, I want to assign nodes to machines so distributed dataflows run on intended hardware.","`_unstable_deploy.machine` maps nodes to daemon machine ids, distributed build/start respects placement, and missing machines produce errors.","tested-pass","passed","`cargo run --example multiple-daemons` passed with escalation, starting one coordinator plus daemons A and B, spawning nodes on A and the sink on B, and finishing both daemon partitions successfully. `cargo test -p dora-coordinator resolve_daemon_reports_missing_machine_id` passed a new unit assertion for the missing-machine error path.","2026-06-25","","test-coverage-added","passed",""
"DATA-011","Dataflow YAML","Fault tolerance policies","README.md; docs/fault-tolerance.md; tests/fault-tolerance-e2e.rs","As a dataflow author, I want restart policies, backoff, restart windows, and max restarts so crashes recover predictably.","`restart_policy`, `max_restarts`, `restart_delay`, `max_restart_delay`, and `restart_window` are honored and final status reflects success or failure accurately.","tested-pass","passed","`cargo test --test fault-tolerance-e2e restart_policy_always_restarts_on_clean_exit -- --test-threads=1` passed with escalation; the fixture asserts `restart_policy: always` plus `max_restarts: 2` produces exactly three clean-exit node spawns.","2026-06-25","Requires local runtime processes and /tmp marker files, so the test was run outside the sandbox.","none","passed","Broader crash/backoff/window cases remain covered by the same e2e file and full-suite evidence but were not all rerun individually here."
"DATA-012","Dataflow YAML","Log routing and rotation","README.md; docs/logging.md; examples/log-sink-file; examples/log-sink-tcp; examples/log-sink-alert","As an operator, I want stdout and structured logs routed to files, TCP, alerts, or data outputs so observability fits my deployment.","Log settings filter levels, route raw stdout or structured entries, rotate files, and expose log streams to CLI and dataflows.","tested-pass","passed","`cargo test -p dora-examples --test example-smoke smoke_log_sink -- --test-threads=1` passed 3 tests with escalation: `smoke_log_sink_alert`, `smoke_log_sink_file`, and `smoke_log_sink_tcp`. The direct `dora logs --local --node rust-node --tail 5` check also passed against a fresh local dataflow log directory.","2026-06-25","Requires local Dora services/runtime processes and IPC, so the smoke was run outside the sandbox.","none","passed","Python logging examples and log aggregator remain broader example coverage and were not rerun here."
"DATA-013","Dataflow YAML","CPU affinity","README.md; docs/realtime-tuning.md; examples/cpu-affinity-probe","As an operator, I want to pin nodes to CPUs so latency-sensitive workloads stay predictable.","`cpu_affinity` descriptor settings are applied where the platform supports them and unsupported platforms skip or warn clearly.","bypassed","bypassed-external","`cargo test -p dora-message cpu_affinity` passed parser coverage for explicit masks and default `None`. `scripts/qa/ci-nightly-jobs.sh cpu-affinity-smoke` passed on this macOS host by reporting the expected Darwin skip; the positive `sched_getaffinity` assertion remains Linux-only. `cargo test -p dora-daemon spawn:: -- --test-threads=1` passed after adding a daemon contract that requested `cpu_affinity` emits an explicit non-Linux warning instead of being ignored silently.","2026-06-25","Positive affinity-mask application was not run because this host is Darwin and the smoke is explicitly Linux-only. Before this pass, non-Linux daemon spawning ignored requested affinity silently; `binaries/daemon/src/spawn/prepared.rs` now logs a warning that CPU affinity is Linux-only and ignored.","fixed","bypassed-external","Run `scripts/qa/ci-nightly-jobs.sh cpu-affinity-smoke` on Linux to prove the spawned process mask matches `cpu_affinity: [0, 1]`. External infrastructure bypass approved by user on 2026-06-25; no further local validation required for this audit."
"DATA-014","Dataflow YAML","Debug inspection mode","README.md; docs/debugging.md; tests/fixtures/zenoh-debug-dataflow.yml","As a developer, I want debug inspection to enable topic tools without changing node code.","`_unstable_debug.enable_debug_inspection` enables topic list, echo, hz, and info subscriptions for a running dataflow.","tested-pass","passed","`DORA_QA_CLI_BIN=target/debug/dora scripts/qa/ci-nightly-jobs.sh topic-and-top-smoke` passed with escalation; it runs `tests/fixtures/zenoh-debug-dataflow.yml` with debug inspection enabled and verifies topic list, info, echo, hz, and pub paths.","2026-06-25","Requires real local services, sockets, Python venv setup, and the update-check metadata path, so the smoke was run outside the sandbox.","none","passed",""
"DATA-015","Dataflow YAML","Output framing configuration","docs/yaml-spec.md; libraries/message/src/descriptor.rs","As a dataflow author, I want output framing to be explicit so raw buffers and Arrow IPC payloads are decoded consistently by receivers.","Output descriptors default to raw framing and accept `framing: arrow-ipc`, while invalid framing values fail during descriptor parsing.","tested-pass","passed","`cargo test -p dora-message output_framing` passed `output_framing_defaults_to_raw` and `output_framing_parses_arrow_ipc`.","2026-06-25","","none","passed",""
"DATA-016","Dataflow YAML","Global environment inheritance","docs/yaml-spec.md; libraries/core/src/descriptor/mod.rs; libraries/message/src/descriptor.rs","As a dataflow author, I want top-level descriptor env values to apply to every node unless overridden so deployment-wide settings stay centralized.","Descriptor processing merges top-level env into each node env and preserves node-specific overrides.","tested-pass","passed","`cargo test -p dora-core descriptor` passed global env parsing and merge tests (`descriptor_global_env_parses_from_yaml`, `merge_env_*`, and node override coverage).","2026-06-25","","none","passed",""
"SEC-001","Execution safety","Shell node opt-in gate","docs/yaml-spec.md; binaries/daemon/src/spawn/command.rs; tests/example-smoke.rs","As an operator, I want shell-form node commands disabled unless explicitly allowed so descriptors cannot silently run arbitrary shell snippets.","`path: shell` descriptors are rejected unless `DORA_ALLOW_SHELL_NODES=true`; when allowed, the daemon runs the snippet through the platform shell and logs a warning.","tested-pass","passed","`cargo test --test example-smoke smoke_shell_node -- --test-threads=1` passed with escalation; tests cover allowed shell execution, blocked execution without the flag, marker absence, and audit warning.","2026-06-25","Sandbox run failed before gate validation because Zenoh POSIX shared memory creation was denied; escalated rerun passed.","none","passed","Unix smoke coverage; Windows `cmd /C` shell form remains a separate platform path."
"SEC-002","Execution safety","Spawned child environment denylist","binaries/daemon/src/spawn/spawner.rs","As an operator, I want sensitive Dora control variables stripped from child process environments so user nodes cannot inherit internal credentials or unsafe feature toggles accidentally.","Daemon spawn strips loader-injection variables plus `DORA_AUTH_TOKEN` and `DORA_ALLOW_SHELL_NODES` from inherited and descriptor-provided env before spawning nodes or runtime processes.","tested-pass","passed","`cargo test -p dora-daemon spawn:: -- --test-threads=1` passed unit coverage for denylist detection and tombstones that prevent inherited env leakage.","2026-06-25","`strip_denied_env` previously used `clonable_command::Command::env_remove`, which only removed explicit entries and did not create `None` tombstones to suppress inherited parent env values.","fixed","passed","Descriptor-provided denied keys were already skipped by `is_denied_env`; inherited parent keys are now explicitly tombstoned."
"DATA-017","Dataflow YAML","Safe path environment expansion","binaries/daemon/src/spawn/command.rs","As a dataflow author, I want path env expansion to be predictable and limited so descriptors remain portable without exposing arbitrary environment values.","Unconfined path expansion allows only `HOME`, `USER`, `DORA_WORKSPACE`, `CARGO_MANIFEST_DIR`, and `PWD`; denied variables such as `DORA_AUTH_TOKEN` stay literal; hub-confined nodes avoid ambient PATH fallback.","tested-pass","passed","`cargo test -p dora-daemon spawn:: -- --test-threads=1` passed unit coverage for allowed `CARGO_MANIFEST_DIR` expansion and denied `DORA_AUTH_TOKEN` remaining literal.","2026-06-25","","test-coverage-added","passed","The allowlist logic was extracted into `expand_unconfined_node_path` for direct unit coverage."
"API-001","Rust API","Rust node API","README.md; docs/api-rust.md; apis/rust/node; examples/rust-dataflow","As a Rust developer, I want a node API to receive events and send Arrow outputs so I can write native Dora nodes.","The Rust node API initializes from runtime env, iterates events, sends typed Arrow data, handles STOP, and propagates errors idiomatically.","tested-pass","passed","`cargo test -p dora-node-api` passed 105 unit tests plus 5 doctests, covering TCP framing, event stream conversion/classification, scheduler queue policies, Arrow raw/IPC utilities, service/action/stream helpers, teardown handling, and monotonic timestamps. `cargo test --test example-tests` also passed the Rust example node/status-node contracts.","2026-06-25","","none","passed",""
"API-002","Rust API","Rust operator API","README.md; docs/api-rust.md; apis/rust/operator; apis/rust/operator/macros","As a Rust developer, I want operator APIs and macros so in-process transforms are ergonomic and type-safe.","The operator API exposes event handlers and output senders for runtime-loaded operators; macros generate required ABI glue including exported init, drop, and event entrypoints.","tested-pass","passed","`cargo test -p dora-operator-api` passed 7 unit tests covering parse-error dispatch, panic containment, accumulated parse errors, empty id/error preservation, non-input filtering, and Send/Sync output senders.","2026-06-25","","none","passed","C++ exported-symbol bridge test remains identified but was not rerun in this pass."
"API-003","Python API","Python node API","README.md; docs/api-python.md; docs/python-guide.md; apis/python/node; examples/python-dataflow","As a Python developer, I want `from dora import Node` so I can write nodes with Python iteration and Arrow values.","The Python API supports Node construction, event iteration, `try_recv`, `send_output`, STOP handling, async examples, and pyarrow values.","tested-pass","passed","`env PYTHONPATH=apis/python/node uv run --with pytest --with pyyaml --with pyarrow pytest apis/python/node/tests/test_mock_node.py apis/python/node/tests/test_dora_compat.py` passed 17 tests, covering `from dora import Node`, `DoraStatus`, top-level import compatibility, and MockNode event/send behavior.","2026-06-25","Used an isolated uv environment because ambient `python3` lacks pyarrow.","none","passed",""
"API-004","Python API","Python zero-copy raw output","examples/python-zero-copy-send; tests/example-smoke.rs","As a Python developer, I want to send raw buffer-protocol data without extra copies so high-throughput nodes stay efficient.","`send_output_raw` accepts valid buffer-protocol inputs, rejects invalid inputs safely, and sends data that receivers can decode.","tested-pass","passed","`cargo test -p dora-examples --test example-smoke smoke_local_python_zero_copy_send_contract -- --test-threads=1` passed with escalation; it builds the local Python API wheel through `uv`/`maturin`, installs the contract dependency, and runs the buffer-protocol contract dataflow locally.","2026-06-25","Requires local runtime processes and Python package setup, so the test was run outside the sandbox.","none","passed",""
"API-005","Python API","Python operator API","README.md; docs/api-python.md; apis/python/operator; examples/python-operator-dataflow","As a Python developer, I want Python operators so simple transforms can run in-process without separate node processes.","Python operator descriptors load operator code, call handlers on input events, and send outputs through the runtime.","tested-pass","passed","`cargo test -p dora-examples --test example-smoke smoke_local_python_operator_minimal -- --test-threads=1` passed with escalation after adding `tests/python-operator-smoke`: a minimal Python `Operator` receives a timer input, calls `send_output` with bytes, and returns `DoraStatus.STOP` under `--uv`. `cargo test -p dora-core python_runtime_check_can_be_skipped_for_managed_uv_runs` passed coverage for the validation option. `env DYLD_FALLBACK_LIBRARY_PATH=/opt/homebrew/Caskroom/miniconda/base/lib cargo test -p dora-operator-api-python` passed 7 Python operator API unit tests.","2026-06-25","`dora run --uv` initially failed before startup because descriptor validation checked ambient Python for `dora-rs` even though the managed operator env had been prepared. `check_dataflow_with_options` now lets the local `--uv` run path skip only that ambient package check.","fixed","passed","The heavyweight webcam/YOLO Python operator example was not run because this host lacks the optional ML stack; the new fixture covers the core runtime API path."
